,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation,total_suicides_no,country_yearly_population,country_yearly_suicides
426,Japan,2012,female,55-74 years,2636,17342000,15.2,Japan2012,0.888,"6,203,213,121,334",51379,Boomers,278985,120735000,26338
427,Japan,2012,female,35-54 years,2242,16937000,13.24,Japan2012,0.888,"6,203,213,121,334",51379,Generation X,278985,120735000,26338
428,Japan,2012,female,25-34 years,931,7110000,13.09,Japan2012,0.888,"6,203,213,121,334",51379,Millenials,278985,120735000,26338
429,Japan,2012,female,15-24 years,495,5873000,8.43,Japan2012,0.888,"6,203,213,121,334",51379,Millenials,278985,120735000,26338
430,Japan,2012,male,5-14 years,55,5729000,0.96,Japan2012,0.888,"6,203,213,121,334",51379,Generation Z,278985,120735000,26338
431,Japan,2012,female,5-14 years,20,5458000,0.37,Japan2012,0.888,"6,203,213,121,334",51379,Generation Z,278985,120735000,26338
432,Japan,2013,male,75+ years,2362,5964000,39.6,Japan2013,0.89,"5,155,717,056,271",42781,Silent,278985,120514000,25991
433,Japan,2013,male,35-54 years,6333,17367000,36.47,Japan2013,0.89,"5,155,717,056,271",42781,Generation X,278985,120514000,25991
434,Japan,2013,male,55-74 years,5908,16202000,36.46,Japan2013,0.89,"5,155,717,056,271",42781,Boomers,278985,120514000,25991
435,Japan,2013,male,25-34 years,2178,7186000,30.31,Japan2013,0.89,"5,155,717,056,271",42781,Millenials,278985,120514000,25991
436,Japan,2013,male,15-24 years,1242,6143000,20.22,Japan2013,0.89,"5,155,717,056,271",42781,Millenials,278985,120514000,25991
437,Japan,2013,female,75+ years,1713,9588000,17.87,Japan2013,0.89,"5,155,717,056,271",42781,Silent,278985,120514000,25991
438,Japan,2013,female,55-74 years,2604,17279000,15.07,Japan2013,0.89,"5,155,717,056,271",42781,Boomers,278985,120514000,25991
439,Japan,2013,female,35-54 years,2242,16974000,13.21,Japan2013,0.89,"5,155,717,056,271",42781,Generation X,278985,120514000,25991
440,Japan,2013,female,25-34 years,850,6913000,12.3,Japan2013,0.89,"5,155,717,056,271",42781,Millenials,278985,120514000,25991
441,Japan,2013,female,15-24 years,467,5834000,8.0,Japan2013,0.89,"5,155,717,056,271",42781,Millenials,278985,120514000,25991
442,Japan,2013,male,5-14 years,58,5666000,1.02,Japan2013,0.89,"5,155,717,056,271",42781,Generation Z,278985,120514000,25991
443,Japan,2013,female,5-14 years,34,5398000,0.63,Japan2013,0.89,"5,155,717,056,271",42781,Generation Z,278985,120514000,25991
444,Japan,2014,male,75+ years,2254,6104000,36.93,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Silent,278985,120274000,24357
445,Japan,2014,male,55-74 years,5477,16213000,33.78,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Boomers,278985,120274000,24357
446,Japan,2014,male,35-54 years,5710,17365000,32.88,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation X,278985,120274000,24357
447,Japan,2014,male,25-34 years,2131,7007000,30.41,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials,278985,120274000,24357
448,Japan,2014,male,15-24 years,1180,6110000,19.31,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials,278985,120274000,24357
449,Japan,2014,female,75+ years,1587,9761000,16.26,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Silent,278985,120274000,24357
450,Japan,2014,female,55-74 years,2512,17288000,14.53,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Boomers,278985,120274000,24357
451,Japan,2014,female,35-54 years,2158,16959000,12.72,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation X,278985,120274000,24357
452,Japan,2014,female,25-34 years,814,6734000,12.09,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials,278985,120274000,24357
453,Japan,2014,female,15-24 years,432,5803000,7.44,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials,278985,120274000,24357
454,Japan,2014,male,5-14 years,68,5596000,1.22,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation Z,278985,120274000,24357
455,Japan,2014,female,5-14 years,34,5334000,0.64,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation Z,278985,120274000,24357
456,Japan,2015,male,75+ years,2297,6289365,36.52,Japan2015,,"4,394,977,752,878",36510,Silent,278985,120376310,23092
457,Japan,2015,male,55-74 years,5241,16239222,32.27,Japan2015,,"4,394,977,752,878",36510,Boomers,278985,120376310,23092
458,Japan,2015,male,35-54 years,5507,17461022,31.54,Japan2015,,"4,394,977,752,878",36510,Generation X,278985,120376310,23092
459,Japan,2015,male,25-34 years,1948,6862886,28.38,Japan2015,,"4,394,977,752,878",36510,Millenials,278985,120376310,23092
460,Japan,2015,male,15-24 years,1091,6088330,17.92,Japan2015,,"4,394,977,752,878",36510,Millenials,278985,120376310,23092
461,Japan,2015,female,75+ years,1509,9983066,15.12,Japan2015,,"4,394,977,752,878",36510,Silent,278985,120376310,23092
462,Japan,2015,female,55-74 years,2292,17232482,13.3,Japan2015,,"4,394,977,752,878",36510,Boomers,278985,120376310,23092
463,Japan,2015,female,35-54 years,2024,16991218,11.91,Japan2015,,"4,394,977,752,878",36510,Generation X,278985,120376310,23092
464,Japan,2015,female,25-34 years,685,6614211,10.36,Japan2015,,"4,394,977,752,878",36510,Millenials,278985,120376310,23092
465,Japan,2015,female,15-24 years,408,5772938,7.07,Japan2015,,"4,394,977,752,878",36510,Millenials,278985,120376310,23092
466,Japan,2015,male,5-14 years,62,5553851,1.12,Japan2015,,"4,394,977,752,878",36510,Generation Z,278985,120376310,23092
467,Japan,2015,female,5-14 years,28,5287719,0.53,Japan2015,,"4,394,977,752,878",36510,Generation Z,278985,120376310,23092
468,Mexico,2006,male,75+ years,139,1009855,13.76,Mexico2006,,"975,387,131,716",9906,Silent,52100,98468839,4230
469,Mexico,2006,male,25-34 years,928,9459323,9.81,Mexico2006,,"975,387,131,716",9906,Generation X,52100,98468839,4230
470,Mexico,2006,male,55-74 years,419,4535133,9.24,Mexico2006,,"975,387,131,716",9906,Silent,52100,98468839,4230
471,Mexico,2006,male,35-54 years,995,11286802,8.82,Mexico2006,,"975,387,131,716",9906,Boomers,52100,98468839,4230
472,Mexico,2006,male,15-24 years,926,10624582,8.72,Mexico2006,,"975,387,131,716",9906,Millenials,52100,98468839,4230
473,Mexico,2006,female,15-24 years,287,10309008,2.78,Mexico2006,,"975,387,131,716",9906,Millenials,52100,98468839,4230
474,Mexico,2006,female,25-34 years,137,9546600,1.44,Mexico2006,,"975,387,131,716",9906,Generation X,52100,98468839,4230
475,Mexico,2006,female,35-54 years,161,11985917,1.34,Mexico2006,,"975,387,131,716",9906,Boomers,52100,98468839,4230
476,Mexico,2006,female,55-74 years,52,4886682,1.06,Mexico2006,,"975,387,131,716",9906,Silent,52100,98468839,4230
477,Mexico,2006,male,5-14 years,114,11875780,0.96,Mexico2006,,"975,387,131,716",9906,Millenials,52100,98468839,4230
478,Mexico,2006,female,75+ years,11,1441037,0.76,Mexico2006,,"975,387,131,716",9906,Silent,52100,98468839,4230
479,Mexico,2006,female,5-14 years,61,11508120,0.53,Mexico2006,,"975,387,131,716",9906,Millenials,52100,98468839,4230
480,Mexico,2007,male,75+ years,136,1055853,12.88,Mexico2007,,"1,052,696,282,279",10496,Silent,52100,100294297,4285
481,Mexico,2007,male,25-34 years,943,9530655,9.89,Mexico2007,,"1,052,696,282,279",10496,Generation X,52100,100294297,4285
482,Mexico,2007,male,55-74 years,421,4716115,8.93,Mexico2007,,"1,052,696,282,279",10496,Silent,52100,100294297,4285
483,Mexico,2007,male,35-54 years,1030,11726685,8.78,Mexico2007,,"1,052,696,282,279",10496,Boomers,52100,100294297,4285
484,Mexico,2007,male,15-24 years,910,10761087,8.46,Mexico2007,,"1,052,696,282,279",10496,Millenials,52100,100294297,4285
485,Mexico,2007,female,15-24 years,272,10427676,2.61,Mexico2007,,"1,052,696,282,279",10496,Millenials,52100,100294297,4285
486,Mexico,2007,female,25-34 years,173,9590582,1.8,Mexico2007,,"1,052,696,282,279",10496,Generation X,52100,100294297,4285
487,Mexico,2007,female,35-54 years,202,12451981,1.62,Mexico2007,,"1,052,696,282,279",10496,Boomers,52100,100294297,4285
488,Mexico,2007,female,55-74 years,48,5064820,0.95,Mexico2007,,"1,052,696,282,279",10496,Silent,52100,100294297,4285
489,Mexico,2007,female,75+ years,14,1503866,0.93,Mexico2007,,"1,052,696,282,279",10496,Silent,52100,100294297,4285
490,Mexico,2007,male,5-14 years,83,11918904,0.7,Mexico2007,,"1,052,696,282,279",10496,Generation Z,52100,100294297,4285
491,Mexico,2007,female,5-14 years,53,11546073,0.46,Mexico2007,,"1,052,696,282,279",10496,Generation Z,52100,100294297,4285
492,Mexico,2008,male,75+ years,145,1101082,13.17,Mexico2008,,"1,109,989,038,339",10864,Silent,52100,102170587,4642
493,Mexico,2008,male,25-34 years,959,9582642,10.01,Mexico2008,,"1,109,989,038,339",10864,Generation X,52100,102170587,4642
494,Mexico,2008,male,55-74 years,457,4918339,9.29,Mexico2008,,"1,109,989,038,339",10864,Silent,52100,102170587,4642
495,Mexico,2008,male,15-24 years,997,10909870,9.14,Mexico2008,,"1,109,989,038,339",10864,Millenials,52100,102170587,4642
496,Mexico,2008,male,35-54 years,1113,12193540,9.13,Mexico2008,,"1,109,989,038,339",10864,Boomers,52100,102170587,4642
497,Mexico,2008,female,15-24 years,325,10559325,3.08,Mexico2008,,"1,109,989,038,339",10864,Millenials,52100,102170587,4642
498,Mexico,2008,female,25-34 years,176,9612896,1.83,Mexico2008,,"1,109,989,038,339",10864,Generation X,52100,102170587,4642
499,Mexico,2008,female,35-54 years,213,12936391,1.65,Mexico2008,,"1,109,989,038,339",10864,Boomers,52100,102170587,4642
500,Mexico,2008,female,55-74 years,60,5270209,1.14,Mexico2008,,"1,109,989,038,339",10864,Silent,52100,102170587,4642
501,Mexico,2008,male,5-14 years,111,11956461,0.93,Mexico2008,,"1,109,989,038,339",10864,Generation Z,52100,102170587,4642
502,Mexico,2008,female,75+ years,13,1565132,0.83,Mexico2008,,"1,109,989,038,339",10864,Silent,52100,102170587,4642
503,Mexico,2008,female,5-14 years,73,11564700,0.63,Mexico2008,,"1,109,989,038,339",10864,Generation Z,52100,102170587,4642
504,Mexico,2009,male,75+ years,163,1144924,14.24,Mexico2009,,"900,045,362,045",8651,Silent,52100,104044342,5023
505,Mexico,2009,male,25-34 years,985,9636154,10.22,Mexico2009,,"900,045,362,045",8651,Generation X,52100,104044342,5023
506,Mexico,2009,male,35-54 years,1271,12663131,10.04,Mexico2009,,"900,045,362,045",8651,Boomers,52100,104044342,5023
507,Mexico,2009,male,55-74 years,497,5132854,9.68,Mexico2009,,"900,045,362,045",8651,Silent,52100,104044342,5023
508,Mexico,2009,male,15-24 years,1032,11057116,9.33,Mexico2009,,"900,045,362,045",8651,Millenials,52100,104044342,5023
509,Mexico,2009,female,15-24 years,359,10695396,3.36,Mexico2009,,"900,045,362,045",8651,Millenials,52100,104044342,5023
510,Mexico,2009,female,25-34 years,212,9636739,2.2,Mexico2009,,"900,045,362,045",8651,Generation X,52100,104044342,5023
511,Mexico,2009,female,35-54 years,234,13420062,1.74,Mexico2009,,"900,045,362,045",8651,Boomers,52100,104044342,5023
512,Mexico,2009,female,55-74 years,74,5495711,1.35,Mexico2009,,"900,045,362,045",8651,Silent,52100,104044342,5023
513,Mexico,2009,male,5-14 years,109,11979752,0.91,Mexico2009,,"900,045,362,045",8651,Generation Z,52100,104044342,5023
514,Mexico,2009,female,5-14 years,81,11560068,0.7,Mexico2009,,"900,045,362,045",8651,Generation Z,52100,104044342,5023
515,Mexico,2009,female,75+ years,6,1622435,0.37,Mexico2009,,"900,045,362,045",8651,Silent,52100,104044342,5023
516,Mexico,2010,male,75+ years,165,1187437,13.9,Mexico2010,0.746,"1,057,801,282,051",9991,Silent,52100,105875861,4858
517,Mexico,2010,male,25-34 years,936,9704369,9.65,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X,52100,105875861,4858
518,Mexico,2010,male,15-24 years,1074,11192708,9.6,Mexico2010,0.746,"1,057,801,282,051",9991,Millenials,52100,105875861,4858
519,Mexico,2010,male,35-54 years,1191,13117850,9.08,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X,52100,105875861,4858
520,Mexico,2010,male,55-74 years,483,5353293,9.02,Mexico2010,0.746,"1,057,801,282,051",9991,Silent,52100,105875861,4858
521,Mexico,2010,female,15-24 years,350,10827976,3.23,Mexico2010,0.746,"1,057,801,282,051",9991,Millenials,52100,105875861,4858
522,Mexico,2010,female,25-34 years,177,9676184,1.83,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X,52100,105875861,4858
523,Mexico,2010,female,35-54 years,231,13887708,1.66,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X,52100,105875861,4858
524,Mexico,2010,female,55-74 years,62,5735458,1.08,Mexico2010,0.746,"1,057,801,282,051",9991,Silent,52100,105875861,4858
525,Mexico,2010,male,5-14 years,109,11983471,0.91,Mexico2010,0.746,"1,057,801,282,051",9991,Generation Z,52100,105875861,4858
526,Mexico,2010,female,5-14 years,73,11534311,0.63,Mexico2010,0.746,"1,057,801,282,051",9991,Generation Z,52100,105875861,4858
527,Mexico,2010,female,75+ years,7,1675096,0.42,Mexico2010,0.746,"1,057,801,282,051",9991,Silent,52100,105875861,4858
528,Mexico,2011,male,75+ years,156,1236980,12.61,Mexico2011,0.748,"1,180,489,563,964",10965,Silent,52100,107655100,5558
529,Mexico,2011,male,15-24 years,1308,11318362,11.56,Mexico2011,0.748,"1,180,489,563,964",10965,Millenials,52100,107655100,5558
530,Mexico,2011,male,25-34 years,1024,9792087,10.46,Mexico2011,0.748,"1,180,489,563,964",10965,Millenials,52100,107655100,5558
531,Mexico,2011,male,35-54 years,1326,13558864,9.78,Mexico2011,0.748,"1,180,489,563,964",10965,Generation X,52100,107655100,5558
532,Mexico,2011,male,55-74 years,533,5562736,9.58,Mexico2011,0.748,"1,180,489,563,964",10965,Boomers,52100,107655100,5558
533,Mexico,2011,female,15-24 years,439,10955599,4.01,Mexico2011,0.748,"1,180,489,563,964",10965,Millenials,52100,107655100,5558
534,Mexico,2011,female,25-34 years,225,9731711,2.31,Mexico2011,0.748,"1,180,489,563,964",10965,Millenials,52100,107655100,5558
535,Mexico,2011,female,35-54 years,222,14331297,1.55,Mexico2011,0.748,"1,180,489,563,964",10965,Generation X,52100,107655100,5558
536,Mexico,2011,female,55-74 years,72,5967658,1.21,Mexico2011,0.748,"1,180,489,563,964",10965,Boomers,52100,107655100,5558
537,Mexico,2011,male,5-14 years,140,11975964,1.17,Mexico2011,0.748,"1,180,489,563,964",10965,Generation Z,52100,107655100,5558
538,Mexico,2011,female,5-14 years,107,11496698,0.93,Mexico2011,0.748,"1,180,489,563,964",10965,Generation Z,52100,107655100,5558
539,Mexico,2011,female,75+ years,6,1727144,0.35,Mexico2011,0.748,"1,180,489,563,964",10965,Silent,52100,107655100,5558
540,Mexico,2012,male,75+ years,170,1283320,13.25,Mexico2012,0.754,"1,201,090,018,604",10982,Silent,52100,109368765,5381
541,Mexico,2012,male,15-24 years,1251,11427075,10.95,Mexico2012,0.754,"1,201,090,018,604",10982,Millenials,52100,109368765,5381
542,Mexico,2012,male,25-34 years,1013,9890969,10.24,Mexico2012,0.754,"1,201,090,018,604",10982,Millenials,52100,109368765,5381
543,Mexico,2012,male,35-54 years,1264,13980301,9.04,Mexico2012,0.754,"1,201,090,018,604",10982,Generation X,52100,109368765,5381
544,Mexico,2012,male,55-74 years,509,5778173,8.81,Mexico2012,0.754,"1,201,090,018,604",10982,Boomers,52100,109368765,5381
545,Mexico,2012,female,15-24 years,407,11076558,3.67,Mexico2012,0.754,"1,201,090,018,604",10982,Millenials,52100,109368765,5381
546,Mexico,2012,female,25-34 years,214,9801779,2.18,Mexico2012,0.754,"1,201,090,018,604",10982,Millenials,52100,109368765,5381
547,Mexico,2012,female,35-54 years,258,14755637,1.75,Mexico2012,0.754,"1,201,090,018,604",10982,Generation X,52100,109368765,5381
548,Mexico,2012,female,55-74 years,85,6214623,1.37,Mexico2012,0.754,"1,201,090,018,604",10982,Boomers,52100,109368765,5381
549,Mexico,2012,male,5-14 years,123,11945793,1.03,Mexico2012,0.754,"1,201,090,018,604",10982,Generation Z,52100,109368765,5381
550,Mexico,2012,female,5-14 years,79,11441953,0.69,Mexico2012,0.754,"1,201,090,018,604",10982,Generation Z,52100,109368765,5381
551,Mexico,2012,female,75+ years,8,1772584,0.45,Mexico2012,0.754,"1,201,090,018,604",10982,Silent,52100,109368765,5381
552,Mexico,2013,male,75+ years,161,1328764,12.12,Mexico2013,0.755,"1,274,443,078,609",11478,Silent,52100,111036708,5711
553,Mexico,2013,male,25-34 years,1151,10000769,11.51,Mexico2013,0.755,"1,274,443,078,609",11478,Millenials,52100,111036708,5711
554,Mexico,2013,male,15-24 years,1220,11520698,10.59,Mexico2013,0.755,"1,274,443,078,609",11478,Millenials,52100,111036708,5711
555,Mexico,2013,male,35-54 years,1469,14385858,10.21,Mexico2013,0.755,"1,274,443,078,609",11478,Generation X,52100,111036708,5711
556,Mexico,2013,male,55-74 years,565,5999782,9.42,Mexico2013,0.755,"1,274,443,078,609",11478,Boomers,52100,111036708,5711
557,Mexico,2013,female,15-24 years,392,11186604,3.5,Mexico2013,0.755,"1,274,443,078,609",11478,Millenials,52100,111036708,5711
558,Mexico,2013,female,25-34 years,212,9885421,2.14,Mexico2013,0.755,"1,274,443,078,609",11478,Millenials,52100,111036708,5711
559,Mexico,2013,female,35-54 years,263,15162201,1.73,Mexico2013,0.755,"1,274,443,078,609",11478,Generation X,52100,111036708,5711
560,Mexico,2013,female,55-74 years,94,6474009,1.45,Mexico2013,0.755,"1,274,443,078,609",11478,Boomers,52100,111036708,5711
561,Mexico,2013,female,75+ years,16,1815829,0.88,Mexico2013,0.755,"1,274,443,078,609",11478,Silent,52100,111036708,5711
562,Mexico,2013,male,5-14 years,102,11898580,0.86,Mexico2013,0.755,"1,274,443,078,609",11478,Generation Z,52100,111036708,5711
563,Mexico,2013,female,5-14 years,66,11378193,0.58,Mexico2013,0.755,"1,274,443,078,609",11478,Generation Z,52100,111036708,5711
564,Mexico,2014,male,75+ years,177,1376264,12.86,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Silent,52100,112692589,6178
565,Mexico,2014,male,15-24 years,1334,11603241,11.5,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Millenials,52100,112692589,6178
566,Mexico,2014,male,25-34 years,1140,10118932,11.27,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Millenials,52100,112692589,6178
567,Mexico,2014,male,35-54 years,1558,14784480,10.54,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Generation X,52100,112692589,6178
568,Mexico,2014,male,55-74 years,612,6228708,9.83,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Boomers,52100,112692589,6178
569,Mexico,2014,female,15-24 years,416,11280468,3.69,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Millenials,52100,112692589,6178
570,Mexico,2014,female,25-34 years,271,9978692,2.72,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Millenials,52100,112692589,6178
571,Mexico,2014,female,35-54 years,333,15556091,2.14,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Generation X,52100,112692589,6178
572,Mexico,2014,female,55-74 years,91,6743397,1.35,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Boomers,52100,112692589,6178
573,Mexico,2014,male,5-14 years,129,11844045,1.09,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Generation Z,52100,112692589,6178
574,Mexico,2014,female,5-14 years,109,11316008,0.96,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Generation Z,52100,112692589,6178
575,Mexico,2014,female,75+ years,8,1862263,0.43,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Silent,52100,112692589,6178
576,Mexico,2015,male,25-34 years,1195,10243158,11.67,Mexico2015,,"1,169,622,672,463",10228,Millenials,52100,114357884,6234
577,Mexico,2015,male,15-24 years,1347,11676480,11.54,Mexico2015,,"1,169,622,672,463",10228,Millenials,52100,114357884,6234
578,Mexico,2015,male,75+ years,163,1427654,11.42,Mexico2015,,"1,169,622,672,463",10228,Silent,52100,114357884,6234
579,Mexico,2015,male,35-54 years,1560,15181008,10.28,Mexico2015,,"1,169,622,672,463",10228,Generation X,52100,114357884,6234
580,Mexico,2015,male,55-74 years,584,6465941,9.03,Mexico2015,,"1,169,622,672,463",10228,Boomers,52100,114357884,6234
581,Mexico,2015,female,15-24 years,484,11354811,4.26,Mexico2015,,"1,169,622,672,463",10228,Millenials,52100,114357884,6234
582,Mexico,2015,female,25-34 years,267,10079012,2.65,Mexico2015,,"1,169,622,672,463",10228,Millenials,52100,114357884,6234
583,Mexico,2015,female,35-54 years,303,15940497,1.9,Mexico2015,,"1,169,622,672,463",10228,Generation X,52100,114357884,6234
584,Mexico,2015,female,55-74 years,88,7021916,1.25,Mexico2015,,"1,169,622,672,463",10228,Boomers,52100,114357884,6234
585,Mexico,2015,male,5-14 years,137,11790898,1.16,Mexico2015,,"1,169,622,672,463",10228,Generation Z,52100,114357884,6234
586,Mexico,2015,female,5-14 years,95,11261292,0.84,Mexico2015,,"1,169,622,672,463",10228,Generation Z,52100,114357884,6234
587,Mexico,2015,female,75+ years,11,1915217,0.57,Mexico2015,,"1,169,622,672,463",10228,Silent,52100,114357884,6234
588,Poland,2006,male,35-54 years,2210,5362507,41.21,Poland2006,,"344,748,646,558",9485,Boomers,59658,36348232,5805
589,Poland,2006,male,55-74 years,1155,3107979,37.16,Poland2006,,"344,748,646,558",9485,Silent,59658,36348232,5805
590,Poland,2006,male,75+ years,246,714857,34.41,Poland2006,,"344,748,646,558",9485,Silent,59658,36348232,5805
591,Poland,2006,male,25-34 years,712,2996509,23.76,Poland2006,,"344,748,646,558",9485,Generation X,59658,36348232,5805
592,Poland,2006,male,15-24 years,593,3125615,18.97,Poland2006,,"344,748,646,558",9485,Millenials,59658,36348232,5805
593,Poland,2006,female,75+ years,106,1463753,7.24,Poland2006,,"344,748,646,558",9485,Silent,59658,36348232,5805
594,Poland,2006,female,55-74 years,277,3883201,7.13,Poland2006,,"344,748,646,558",9485,Silent,59658,36348232,5805
595,Poland,2006,female,35-54 years,302,5452440,5.54,Poland2006,,"344,748,646,558",9485,Boomers,59658,36348232,5805
596,Poland,2006,female,25-34 years,82,2917366,2.81,Poland2006,,"344,748,646,558",9485,Generation X,59658,36348232,5805
597,Poland,2006,female,15-24 years,78,3003407,2.6,Poland2006,,"344,748,646,558",9485,Millenials,59658,36348232,5805
598,Poland,2006,male,5-14 years,31,2211541,1.4,Poland2006,,"344,748,646,558",9485,Millenials,59658,36348232,5805
599,Poland,2006,female,5-14 years,13,2109057,0.62,Poland2006,,"344,748,646,558",9485,Millenials,59658,36348232,5805
600,Poland,2007,male,35-54 years,1865,5310215,35.12,Poland2007,,"429,063,549,984",11816,Boomers,59658,36310843,5284
601,Poland,2007,male,55-74 years,1123,3198917,35.11,Poland2007,,"429,063,549,984",11816,Silent,59658,36310843,5284
602,Poland,2007,male,75+ years,237,745405,31.79,Poland2007,,"429,063,549,984",11816,Silent,59658,36310843,5284
603,Poland,2007,male,25-34 years,648,3053025,21.22,Poland2007,,"429,063,549,984",11816,Generation X,59658,36310843,5284
604,Poland,2007,male,15-24 years,580,3053708,18.99,Poland2007,,"429,063,549,984",11816,Millenials,59658,36310843,5284
605,Poland,2007,female,55-74 years,269,3977336,6.76,Poland2007,,"429,063,549,984",11816,Silent,59658,36310843,5284
606,Poland,2007,female,35-54 years,304,5391795,5.64,Poland2007,,"429,063,549,984",11816,Boomers,59658,36310843,5284
607,Poland,2007,female,75+ years,83,1515131,5.48,Poland2007,,"429,063,549,984",11816,Silent,59658,36310843,5284
608,Poland,2007,female,15-24 years,73,2937109,2.49,Poland2007,,"429,063,549,984",11816,Millenials,59658,36310843,5284
609,Poland,2007,female,25-34 years,71,2973164,2.39,Poland2007,,"429,063,549,984",11816,Generation X,59658,36310843,5284
610,Poland,2007,male,5-14 years,19,2127356,0.89,Poland2007,,"429,063,549,984",11816,Generation Z,59658,36310843,5284
611,Poland,2007,female,5-14 years,12,2027682,0.59,Poland2007,,"429,063,549,984",11816,Generation Z,59658,36310843,5284
612,Poland,2008,male,35-54 years,2057,5265522,39.07,Poland2008,,"533,815,789,474",14721,Boomers,59658,36262711,5682
613,Poland,2008,male,55-74 years,1219,3294702,37.0,Poland2008,,"533,815,789,474",14721,Silent,59658,36262711,5682
614,Poland,2008,male,75+ years,260,769360,33.79,Poland2008,,"533,815,789,474",14721,Silent,59658,36262711,5682
615,Poland,2008,male,25-34 years,735,3115490,23.59,Poland2008,,"533,815,789,474",14721,Generation X,59658,36262711,5682
616,Poland,2008,male,15-24 years,579,2956692,19.58,Poland2008,,"533,815,789,474",14721,Millenials,59658,36262711,5682
617,Poland,2008,female,55-74 years,264,4077603,6.47,Poland2008,,"533,815,789,474",14721,Silent,59658,36262711,5682
618,Poland,2008,female,75+ years,86,1555874,5.53,Poland2008,,"533,815,789,474",14721,Silent,59658,36262711,5682
619,Poland,2008,female,35-54 years,294,5338758,5.51,Poland2008,,"533,815,789,474",14721,Boomers,59658,36262711,5682
620,Poland,2008,female,15-24 years,86,2845069,3.02,Poland2008,,"533,815,789,474",14721,Millenials,59658,36262711,5682
621,Poland,2008,female,25-34 years,74,3034314,2.44,Poland2008,,"533,815,789,474",14721,Generation X,59658,36262711,5682
622,Poland,2008,male,5-14 years,20,2053982,0.97,Poland2008,,"533,815,789,474",14721,Generation Z,59658,36262711,5682
623,Poland,2008,female,5-14 years,8,1955345,0.41,Poland2008,,"533,815,789,474",14721,Generation Z,59658,36262711,5682
624,Poland,2009,male,35-54 years,2343,5232406,44.78,Poland2009,,"439,796,160,379",12141,Boomers,59658,36223402,6477
625,Poland,2009,male,55-74 years,1501,3393358,44.23,Poland2009,,"439,796,160,379",12141,Silent,59658,36223402,6477
626,Poland,2009,male,75+ years,270,788583,34.24,Poland2009,,"439,796,160,379",12141,Silent,59658,36223402,6477
627,Poland,2009,male,25-34 years,784,3173718,24.7,Poland2009,,"439,796,160,379",12141,Generation X,59658,36223402,6477
628,Poland,2009,male,15-24 years,608,2851473,21.32,Poland2009,,"439,796,160,379",12141,Millenials,59658,36223402,6477
629,Poland,2009,female,55-74 years,340,4182592,8.13,Poland2009,,"439,796,160,379",12141,Silent,59658,36223402,6477
630,Poland,2009,female,35-54 years,342,5294575,6.46,Poland2009,,"439,796,160,379",12141,Boomers,59658,36223402,6477
631,Poland,2009,female,75+ years,94,1590245,5.91,Poland2009,,"439,796,160,379",12141,Silent,59658,36223402,6477
632,Poland,2009,female,15-24 years,75,2740576,2.74,Poland2009,,"439,796,160,379",12141,Millenials,59658,36223402,6477
633,Poland,2009,female,25-34 years,82,3090294,2.65,Poland2009,,"439,796,160,379",12141,Generation X,59658,36223402,6477
634,Poland,2009,male,5-14 years,25,1992140,1.25,Poland2009,,"439,796,160,379",12141,Generation Z,59658,36223402,6477
635,Poland,2009,female,5-14 years,13,1893442,0.69,Poland2009,,"439,796,160,379",12141,Generation Z,59658,36223402,6477
636,Poland,2010,male,55-74 years,1621,3547737,45.69,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent,59658,36027791,6357
637,Poland,2010,male,35-54 years,2277,5226127,43.57,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X,59658,36027791,6357
