,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
14757,Kyrgyzstan,2013,male,55-74 years,39,214859,18.15,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Boomers
14758,Kyrgyzstan,2013,male,25-34 years,84,476515,17.63,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
14759,Kyrgyzstan,2013,male,15-24 years,74,575574,12.86,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
14760,Kyrgyzstan,2013,male,75+ years,5,39457,12.67,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Silent
14761,Kyrgyzstan,2013,female,15-24 years,37,559784,6.61,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
14762,Kyrgyzstan,2013,female,75+ years,4,68456,5.84,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Silent
14763,Kyrgyzstan,2013,female,25-34 years,19,472177,4.02,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
14764,Kyrgyzstan,2013,male,5-14 years,21,539750,3.89,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation Z
14765,Kyrgyzstan,2013,female,55-74 years,8,271112,2.95,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Boomers
14766,Kyrgyzstan,2013,female,35-54 years,18,655531,2.75,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation X
14767,Kyrgyzstan,2013,female,5-14 years,11,519911,2.12,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation Z
14768,Kyrgyzstan,2014,male,35-54 years,145,627231,23.12,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation X
14769,Kyrgyzstan,2014,male,25-34 years,93,495103,18.78,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
14770,Kyrgyzstan,2014,male,55-74 years,37,226999,16.3,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Boomers
14771,Kyrgyzstan,2014,male,75+ years,6,40660,14.76,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Silent
14772,Kyrgyzstan,2014,male,15-24 years,61,567126,10.76,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
14773,Kyrgyzstan,2014,female,75+ years,4,70778,5.65,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Silent
14774,Kyrgyzstan,2014,female,15-24 years,29,548946,5.28,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
14775,Kyrgyzstan,2014,female,25-34 years,22,491445,4.48,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
14776,Kyrgyzstan,2014,female,35-54 years,29,662629,4.38,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation X
14777,Kyrgyzstan,2014,female,55-74 years,11,285203,3.86,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Boomers
14778,Kyrgyzstan,2014,male,5-14 years,16,550704,2.91,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation Z
14779,Kyrgyzstan,2014,female,5-14 years,8,529606,1.51,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation Z
14780,Kyrgyzstan,2015,male,35-54 years,134,635515,21.09,Kyrgyzstan2015,,"6,678,178,340",1285,Generation X
14781,Kyrgyzstan,2015,male,55-74 years,37,241078,15.35,Kyrgyzstan2015,,"6,678,178,340",1285,Boomers
14782,Kyrgyzstan,2015,male,25-34 years,68,513358,13.25,Kyrgyzstan2015,,"6,678,178,340",1285,Millenials
14783,Kyrgyzstan,2015,male,75+ years,5,41233,12.13,Kyrgyzstan2015,,"6,678,178,340",1285,Silent
14784,Kyrgyzstan,2015,male,15-24 years,65,557006,11.67,Kyrgyzstan2015,,"6,678,178,340",1285,Millenials
14785,Kyrgyzstan,2015,female,15-24 years,35,537476,6.51,Kyrgyzstan2015,,"6,678,178,340",1285,Millenials
14786,Kyrgyzstan,2015,female,75+ years,4,72276,5.53,Kyrgyzstan2015,,"6,678,178,340",1285,Silent
14787,Kyrgyzstan,2015,female,35-54 years,25,669556,3.73,Kyrgyzstan2015,,"6,678,178,340",1285,Generation X
14788,Kyrgyzstan,2015,male,5-14 years,18,569962,3.16,Kyrgyzstan2015,,"6,678,178,340",1285,Generation Z
14789,Kyrgyzstan,2015,female,25-34 years,12,509797,2.35,Kyrgyzstan2015,,"6,678,178,340",1285,Millenials
14790,Kyrgyzstan,2015,female,55-74 years,7,301107,2.32,Kyrgyzstan2015,,"6,678,178,340",1285,Boomers
14791,Kyrgyzstan,2015,female,5-14 years,7,547463,1.28,Kyrgyzstan2015,,"6,678,178,340",1285,Generation Z
14924,Latvia,2006,male,75+ years,28,40228,69.6,Latvia2006,,"21,447,021,570",10139,Silent
14925,Latvia,2006,male,35-54 years,167,294935,56.62,Latvia2006,,"21,447,021,570",10139,Boomers
14926,Latvia,2006,male,55-74 years,102,190032,53.68,Latvia2006,,"21,447,021,570",10139,Silent
14927,Latvia,2006,male,25-34 years,61,153004,39.87,Latvia2006,,"21,447,021,570",10139,Generation X
14928,Latvia,2006,male,15-24 years,49,176712,27.73,Latvia2006,,"21,447,021,570",10139,Millenials
14929,Latvia,2006,female,75+ years,22,114051,19.29,Latvia2006,,"21,447,021,570",10139,Silent
14930,Latvia,2006,female,55-74 years,27,286922,9.41,Latvia2006,,"21,447,021,570",10139,Silent
14931,Latvia,2006,female,35-54 years,22,324446,6.78,Latvia2006,,"21,447,021,570",10139,Boomers
14932,Latvia,2006,female,25-34 years,8,149998,5.33,Latvia2006,,"21,447,021,570",10139,Generation X
14933,Latvia,2006,female,15-24 years,1,169332,0.59,Latvia2006,,"21,447,021,570",10139,Millenials
14934,Latvia,2006,female,5-14 years,0,105387,0.0,Latvia2006,,"21,447,021,570",10139,Millenials
14935,Latvia,2006,male,5-14 years,0,110168,0.0,Latvia2006,,"21,447,021,570",10139,Millenials
14936,Latvia,2007,male,75+ years,39,41634,93.67,Latvia2007,,"30,901,399,261",14758,Silent
14937,Latvia,2007,male,35-54 years,143,294462,48.56,Latvia2007,,"30,901,399,261",14758,Boomers
14938,Latvia,2007,male,55-74 years,85,188774,45.03,Latvia2007,,"30,901,399,261",14758,Silent
14939,Latvia,2007,male,25-34 years,58,152449,38.05,Latvia2007,,"30,901,399,261",14758,Generation X
14940,Latvia,2007,female,75+ years,27,116189,23.24,Latvia2007,,"30,901,399,261",14758,Silent
14941,Latvia,2007,male,15-24 years,32,174288,18.36,Latvia2007,,"30,901,399,261",14758,Millenials
14942,Latvia,2007,female,55-74 years,27,285141,9.47,Latvia2007,,"30,901,399,261",14758,Silent
14943,Latvia,2007,female,35-54 years,26,321956,8.08,Latvia2007,,"30,901,399,261",14758,Boomers
14944,Latvia,2007,female,25-34 years,7,148231,4.72,Latvia2007,,"30,901,399,261",14758,Generation X
14945,Latvia,2007,female,15-24 years,6,166758,3.6,Latvia2007,,"30,901,399,261",14758,Millenials
14946,Latvia,2007,female,5-14 years,2,99706,2.01,Latvia2007,,"30,901,399,261",14758,Generation Z
14947,Latvia,2007,male,5-14 years,1,104290,0.96,Latvia2007,,"30,901,399,261",14758,Generation Z
14948,Latvia,2008,male,75+ years,34,42462,80.07,Latvia2008,,"35,596,016,664",17217,Silent
14949,Latvia,2008,male,55-74 years,118,187587,62.9,Latvia2008,,"35,596,016,664",17217,Silent
14950,Latvia,2008,male,35-54 years,161,292840,54.98,Latvia2008,,"35,596,016,664",17217,Boomers
14951,Latvia,2008,male,25-34 years,74,151948,48.7,Latvia2008,,"35,596,016,664",17217,Generation X
14952,Latvia,2008,male,15-24 years,39,168486,23.15,Latvia2008,,"35,596,016,664",17217,Millenials
14953,Latvia,2008,female,75+ years,27,117905,22.9,Latvia2008,,"35,596,016,664",17217,Silent
14954,Latvia,2008,female,55-74 years,32,282972,11.31,Latvia2008,,"35,596,016,664",17217,Silent
14955,Latvia,2008,female,35-54 years,25,318667,7.85,Latvia2008,,"35,596,016,664",17217,Boomers
14956,Latvia,2008,female,25-34 years,8,147186,5.44,Latvia2008,,"35,596,016,664",17217,Generation X
14957,Latvia,2008,female,15-24 years,7,161440,4.34,Latvia2008,,"35,596,016,664",17217,Millenials
14958,Latvia,2008,female,5-14 years,1,95665,1.05,Latvia2008,,"35,596,016,664",17217,Generation Z
14959,Latvia,2008,male,5-14 years,1,100371,1.0,Latvia2008,,"35,596,016,664",17217,Generation Z
14960,Latvia,2009,male,75+ years,30,42997,69.77,Latvia2009,,"26,169,854,045",12890,Silent
14961,Latvia,2009,male,55-74 years,114,187062,60.94,Latvia2009,,"26,169,854,045",12890,Silent
14962,Latvia,2009,male,35-54 years,167,288988,57.79,Latvia2009,,"26,169,854,045",12890,Boomers
14963,Latvia,2009,male,25-34 years,67,149365,44.86,Latvia2009,,"26,169,854,045",12890,Generation X
14964,Latvia,2009,male,15-24 years,38,158564,23.97,Latvia2009,,"26,169,854,045",12890,Millenials
14965,Latvia,2009,female,75+ years,26,119092,21.83,Latvia2009,,"26,169,854,045",12890,Silent
14966,Latvia,2009,female,55-74 years,30,281813,10.65,Latvia2009,,"26,169,854,045",12890,Silent
14967,Latvia,2009,female,35-54 years,33,313995,10.51,Latvia2009,,"26,169,854,045",12890,Boomers
14968,Latvia,2009,female,25-34 years,8,145144,5.51,Latvia2009,,"26,169,854,045",12890,Generation X
14969,Latvia,2009,female,15-24 years,3,152210,1.97,Latvia2009,,"26,169,854,045",12890,Millenials
14970,Latvia,2009,female,5-14 years,0,93081,0.0,Latvia2009,,"26,169,854,045",12890,Generation Z
14971,Latvia,2009,male,5-14 years,0,98005,0.0,Latvia2009,,"26,169,854,045",12890,Generation Z
14972,Latvia,2010,male,75+ years,25,43667,57.25,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
14973,Latvia,2010,male,55-74 years,105,187076,56.13,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
14974,Latvia,2010,male,35-54 years,153,283732,53.92,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
14975,Latvia,2010,male,25-34 years,59,145331,40.6,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
14976,Latvia,2010,male,15-24 years,34,147429,23.06,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Millenials
14977,Latvia,2010,female,55-74 years,29,281172,10.31,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
14978,Latvia,2010,female,75+ years,10,120367,8.31,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Silent
14979,Latvia,2010,female,35-54 years,17,308180,5.52,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
14980,Latvia,2010,female,15-24 years,4,141468,2.83,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Millenials
14981,Latvia,2010,female,25-34 years,2,141714,1.41,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation X
14982,Latvia,2010,female,5-14 years,0,91477,0.0,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation Z
14983,Latvia,2010,male,5-14 years,0,96293,0.0,Latvia2010,0.8109999999999999,"23,757,368,290",11951,Generation Z
14984,Latvia,2011,male,75+ years,35,44766,78.18,Latvia2011,0.812,"28,223,552,825",14447,Silent
14985,Latvia,2011,male,55-74 years,99,187046,52.93,Latvia2011,0.812,"28,223,552,825",14447,Boomers
14986,Latvia,2011,male,35-54 years,137,278936,49.12,Latvia2011,0.812,"28,223,552,825",14447,Generation X
14987,Latvia,2011,male,25-34 years,56,142828,39.21,Latvia2011,0.812,"28,223,552,825",14447,Millenials
14988,Latvia,2011,male,15-24 years,38,137623,27.61,Latvia2011,0.812,"28,223,552,825",14447,Millenials
14989,Latvia,2011,female,75+ years,22,122500,17.96,Latvia2011,0.812,"28,223,552,825",14447,Silent
14990,Latvia,2011,female,55-74 years,21,279774,7.51,Latvia2011,0.812,"28,223,552,825",14447,Boomers
14991,Latvia,2011,female,25-34 years,9,139013,6.47,Latvia2011,0.812,"28,223,552,825",14447,Millenials
14992,Latvia,2011,female,35-54 years,18,302492,5.95,Latvia2011,0.812,"28,223,552,825",14447,Generation X
14993,Latvia,2011,female,15-24 years,5,131378,3.81,Latvia2011,0.812,"28,223,552,825",14447,Millenials
14994,Latvia,2011,female,5-14 years,0,91316,0.0,Latvia2011,0.812,"28,223,552,825",14447,Generation Z
14995,Latvia,2011,male,5-14 years,0,95939,0.0,Latvia2011,0.812,"28,223,552,825",14447,Generation Z
14996,Latvia,2012,male,35-54 years,164,275218,59.59,Latvia2012,0.813,"28,119,996,053",14558,Generation X
14997,Latvia,2012,male,75+ years,25,46273,54.03,Latvia2012,0.813,"28,119,996,053",14558,Silent
14998,Latvia,2012,male,55-74 years,97,187386,51.76,Latvia2012,0.813,"28,119,996,053",14558,Boomers
14999,Latvia,2012,male,25-34 years,50,142886,34.99,Latvia2012,0.813,"28,119,996,053",14558,Millenials
15000,Latvia,2012,male,15-24 years,34,129182,26.32,Latvia2012,0.813,"28,119,996,053",14558,Millenials
15001,Latvia,2012,female,75+ years,22,125246,17.57,Latvia2012,0.813,"28,119,996,053",14558,Silent
15002,Latvia,2012,female,35-54 years,22,297148,7.4,Latvia2012,0.813,"28,119,996,053",14558,Generation X
15003,Latvia,2012,female,55-74 years,18,278027,6.47,Latvia2012,0.813,"28,119,996,053",14558,Boomers
15004,Latvia,2012,female,15-24 years,6,122407,4.9,Latvia2012,0.813,"28,119,996,053",14558,Millenials
15005,Latvia,2012,female,25-34 years,5,138307,3.62,Latvia2012,0.813,"28,119,996,053",14558,Millenials
15006,Latvia,2012,male,5-14 years,1,97001,1.03,Latvia2012,0.813,"28,119,996,053",14558,Generation Z
15007,Latvia,2012,female,5-14 years,0,92440,0.0,Latvia2012,0.813,"28,119,996,053",14558,Generation Z
15008,Latvia,2013,male,75+ years,31,48030,64.54,Latvia2013,0.816,"30,254,677,297",15820,Silent
15009,Latvia,2013,male,55-74 years,92,188374,48.84,Latvia2013,0.816,"30,254,677,297",15820,Boomers
15010,Latvia,2013,male,35-54 years,128,270844,47.26,Latvia2013,0.816,"30,254,677,297",15820,Generation X
15011,Latvia,2013,male,25-34 years,53,143497,36.93,Latvia2013,0.816,"30,254,677,297",15820,Millenials
15012,Latvia,2013,male,15-24 years,17,120698,14.08,Latvia2013,0.816,"30,254,677,297",15820,Millenials
15013,Latvia,2013,female,75+ years,11,128209,8.58,Latvia2013,0.816,"30,254,677,297",15820,Silent
15014,Latvia,2013,female,55-74 years,23,276381,8.32,Latvia2013,0.816,"30,254,677,297",15820,Boomers
15015,Latvia,2013,female,35-54 years,19,291387,6.52,Latvia2013,0.816,"30,254,677,297",15820,Generation X
15016,Latvia,2013,female,25-34 years,6,137922,4.35,Latvia2013,0.816,"30,254,677,297",15820,Millenials
15017,Latvia,2013,female,15-24 years,2,113955,1.76,Latvia2013,0.816,"30,254,677,297",15820,Millenials
15018,Latvia,2013,male,5-14 years,1,98867,1.01,Latvia2013,0.816,"30,254,677,297",15820,Generation Z
15019,Latvia,2013,female,5-14 years,0,94300,0.0,Latvia2013,0.816,"30,254,677,297",15820,Generation Z
15020,Latvia,2014,male,75+ years,29,49779,58.26,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Silent
15021,Latvia,2014,male,55-74 years,93,189439,49.09,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Boomers
15022,Latvia,2014,male,35-54 years,113,266548,42.39,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation X
15023,Latvia,2014,male,25-34 years,45,143777,31.3,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
15024,Latvia,2014,male,15-24 years,31,112758,27.49,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
15025,Latvia,2014,female,75+ years,19,131335,14.47,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Silent
15026,Latvia,2014,female,25-34 years,10,137117,7.29,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
15027,Latvia,2014,female,55-74 years,20,275103,7.27,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Boomers
15028,Latvia,2014,female,15-24 years,6,106420,5.64,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Millenials
15029,Latvia,2014,female,35-54 years,16,285454,5.61,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation X
15030,Latvia,2014,female,5-14 years,0,95858,0.0,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation Z
15031,Latvia,2014,male,5-14 years,0,100453,0.0,Latvia2014,0.8190000000000001,"31,335,013,752",16544,Generation Z
15032,Latvia,2015,male,75+ years,33,51293,64.34,Latvia2015,,"26,972,863,394",14382,Silent
15033,Latvia,2015,male,55-74 years,94,190621,49.31,Latvia2015,,"26,972,863,394",14382,Boomers
15034,Latvia,2015,male,35-54 years,106,262740,40.34,Latvia2015,,"26,972,863,394",14382,Generation X
15035,Latvia,2015,male,25-34 years,48,143639,33.42,Latvia2015,,"26,972,863,394",14382,Millenials
15036,Latvia,2015,male,15-24 years,24,105890,22.67,Latvia2015,,"26,972,863,394",14382,Millenials
15037,Latvia,2015,female,75+ years,22,134138,16.4,Latvia2015,,"26,972,863,394",14382,Silent
15038,Latvia,2015,female,55-74 years,30,274200,10.94,Latvia2015,,"26,972,863,394",14382,Boomers
15039,Latvia,2015,female,35-54 years,24,279553,8.59,Latvia2015,,"26,972,863,394",14382,Generation X
15040,Latvia,2015,female,15-24 years,3,100065,3.0,Latvia2015,,"26,972,863,394",14382,Millenials
15041,Latvia,2015,female,25-34 years,2,136399,1.47,Latvia2015,,"26,972,863,394",14382,Millenials
15042,Latvia,2015,male,5-14 years,1,100914,0.99,Latvia2015,,"26,972,863,394",14382,Generation Z
15043,Latvia,2015,female,5-14 years,0,96070,0.0,Latvia2015,,"26,972,863,394",14382,Generation Z
15176,Lithuania,2006,male,55-74 years,238,269578,88.29,Lithuania2006,,"30,216,060,233",9667,Silent
15177,Lithuania,2006,male,35-54 years,366,450132,81.31,Lithuania2006,,"30,216,060,233",9667,Boomers
15178,Lithuania,2006,male,75+ years,51,65428,77.95,Lithuania2006,,"30,216,060,233",9667,Silent
15179,Lithuania,2006,male,25-34 years,96,214726,44.71,Lithuania2006,,"30,216,060,233",9667,Generation X
15180,Lithuania,2006,male,15-24 years,97,244528,39.67,Lithuania2006,,"30,216,060,233",9667,Millenials
15181,Lithuania,2006,female,75+ years,37,159540,23.19,Lithuania2006,,"30,216,060,233",9667,Silent
15182,Lithuania,2006,female,55-74 years,59,390589,15.11,Lithuania2006,,"30,216,060,233",9667,Silent
15183,Lithuania,2006,female,35-54 years,70,488597,14.33,Lithuania2006,,"30,216,060,233",9667,Boomers
15184,Lithuania,2006,female,25-34 years,19,217069,8.75,Lithuania2006,,"30,216,060,233",9667,Generation X
15185,Lithuania,2006,female,15-24 years,10,236885,4.22,Lithuania2006,,"30,216,060,233",9667,Millenials
15186,Lithuania,2006,male,5-14 years,5,199438,2.51,Lithuania2006,,"30,216,060,233",9667,Millenials
15187,Lithuania,2006,female,5-14 years,1,189257,0.53,Lithuania2006,,"30,216,060,233",9667,Millenials
15188,Lithuania,2007,male,55-74 years,220,267333,82.29,Lithuania2007,,"39,738,180,077",12869,Silent
15189,Lithuania,2007,male,75+ years,51,67551,75.5,Lithuania2007,,"39,738,180,077",12869,Silent
15190,Lithuania,2007,male,35-54 years,326,447405,72.86,Lithuania2007,,"39,738,180,077",12869,Boomers
15191,Lithuania,2007,male,25-34 years,146,210164,69.47,Lithuania2007,,"39,738,180,077",12869,Generation X
15192,Lithuania,2007,male,15-24 years,101,243589,41.46,Lithuania2007,,"39,738,180,077",12869,Millenials
15193,Lithuania,2007,female,75+ years,40,164150,24.37,Lithuania2007,,"39,738,180,077",12869,Silent
15194,Lithuania,2007,female,35-54 years,60,485943,12.35,Lithuania2007,,"39,738,180,077",12869,Boomers
15195,Lithuania,2007,female,55-74 years,46,387684,11.87,Lithuania2007,,"39,738,180,077",12869,Silent
15196,Lithuania,2007,female,25-34 years,17,212154,8.01,Lithuania2007,,"39,738,180,077",12869,Generation X
15197,Lithuania,2007,female,15-24 years,10,236177,4.23,Lithuania2007,,"39,738,180,077",12869,Millenials
15198,Lithuania,2007,female,5-14 years,4,177982,2.25,Lithuania2007,,"39,738,180,077",12869,Generation Z
15199,Lithuania,2007,male,5-14 years,4,187735,2.13,Lithuania2007,,"39,738,180,077",12869,Generation Z
15200,Lithuania,2008,male,35-54 years,401,444829,90.15,Lithuania2008,,"47,850,551,149",15669,Boomers
15201,Lithuania,2008,male,75+ years,56,69533,80.54,Lithuania2008,,"47,850,551,149",15669,Silent
15202,Lithuania,2008,male,25-34 years,155,207780,74.6,Lithuania2008,,"47,850,551,149",15669,Generation X
15203,Lithuania,2008,male,55-74 years,190,264954,71.71,Lithuania2008,,"47,850,551,149",15669,Silent
15204,Lithuania,2008,male,15-24 years,114,242106,47.09,Lithuania2008,,"47,850,551,149",15669,Millenials
15205,Lithuania,2008,female,75+ years,36,168662,21.34,Lithuania2008,,"47,850,551,149",15669,Silent
15206,Lithuania,2008,female,55-74 years,60,384300,15.61,Lithuania2008,,"47,850,551,149",15669,Silent
15207,Lithuania,2008,female,35-54 years,65,483453,13.44,Lithuania2008,,"47,850,551,149",15669,Boomers
15208,Lithuania,2008,female,15-24 years,17,234198,7.26,Lithuania2008,,"47,850,551,149",15669,Millenials
15209,Lithuania,2008,female,25-34 years,15,208792,7.18,Lithuania2008,,"47,850,551,149",15669,Generation X
15210,Lithuania,2008,male,5-14 years,2,177345,1.13,Lithuania2008,,"47,850,551,149",15669,Generation Z
15211,Lithuania,2008,female,5-14 years,0,167804,0.0,Lithuania2008,,"47,850,551,149",15669,Generation Z
15212,Lithuania,2009,male,35-54 years,428,440281,97.21,Lithuania2009,,"37,440,673,478",12412,Boomers
15213,Lithuania,2009,male,55-74 years,239,263507,90.7,Lithuania2009,,"37,440,673,478",12412,Silent
15214,Lithuania,2009,male,75+ years,57,71090,80.18,Lithuania2009,,"37,440,673,478",12412,Silent
15215,Lithuania,2009,male,25-34 years,116,205749,56.38,Lithuania2009,,"37,440,673,478",12412,Generation X
15216,Lithuania,2009,male,15-24 years,109,237032,45.99,Lithuania2009,,"37,440,673,478",12412,Millenials
15217,Lithuania,2009,female,75+ years,40,172277,23.22,Lithuania2009,,"37,440,673,478",12412,Silent
15218,Lithuania,2009,female,35-54 years,65,480247,13.53,Lithuania2009,,"37,440,673,478",12412,Boomers
15219,Lithuania,2009,female,55-74 years,48,381948,12.57,Lithuania2009,,"37,440,673,478",12412,Silent
15220,Lithuania,2009,female,25-34 years,15,205781,7.29,Lithuania2009,,"37,440,673,478",12412,Generation X
15221,Lithuania,2009,female,15-24 years,16,229147,6.98,Lithuania2009,,"37,440,673,478",12412,Millenials
15222,Lithuania,2009,male,5-14 years,3,169250,1.77,Lithuania2009,,"37,440,673,478",12412,Generation Z
15223,Lithuania,2009,female,5-14 years,2,160188,1.25,Lithuania2009,,"37,440,673,478",12412,Generation Z
15224,Lithuania,2010,male,55-74 years,219,262907,83.3,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
15225,Lithuania,2010,male,35-54 years,357,430396,82.95,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
15226,Lithuania,2010,male,75+ years,49,72479,67.61,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
15227,Lithuania,2010,male,25-34 years,110,198028,55.55,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
15228,Lithuania,2010,male,15-24 years,93,227810,40.82,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Millenials
15229,Lithuania,2010,female,75+ years,41,175611,23.35,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
15230,Lithuania,2010,female,35-54 years,72,471491,15.27,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
15231,Lithuania,2010,female,55-74 years,50,380465,13.14,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
15232,Lithuania,2010,female,15-24 years,14,218961,6.39,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Millenials
15233,Lithuania,2010,female,25-34 years,11,196906,5.59,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
15234,Lithuania,2010,female,5-14 years,1,153084,0.65,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation Z
15235,Lithuania,2010,male,5-14 years,1,161599,0.62,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation Z
15236,Lithuania,2011,male,35-54 years,349,420391,83.02,Lithuania2011,0.831,"43,476,873,413",15097,Generation X
15237,Lithuania,2011,male,55-74 years,213,262391,81.18,Lithuania2011,0.831,"43,476,873,413",15097,Boomers
15238,Lithuania,2011,male,75+ years,56,74328,75.34,Lithuania2011,0.831,"43,476,873,413",15097,Silent
15239,Lithuania,2011,male,25-34 years,124,189937,65.28,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
15240,Lithuania,2011,male,15-24 years,74,217769,33.98,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
15241,Lithuania,2011,female,75+ years,38,179526,21.17,Lithuania2011,0.831,"43,476,873,413",15097,Silent
15242,Lithuania,2011,female,55-74 years,68,378929,17.95,Lithuania2011,0.831,"43,476,873,413",15097,Boomers
15243,Lithuania,2011,female,35-54 years,67,460566,14.55,Lithuania2011,0.831,"43,476,873,413",15097,Generation X
15244,Lithuania,2011,female,25-34 years,17,187312,9.08,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
15245,Lithuania,2011,female,15-24 years,10,207726,4.81,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
15246,Lithuania,2011,female,5-14 years,1,146411,0.68,Lithuania2011,0.831,"43,476,873,413",15097,Generation Z
15247,Lithuania,2011,male,5-14 years,1,154519,0.65,Lithuania2011,0.831,"43,476,873,413",15097,Generation Z
15248,Lithuania,2012,male,35-54 years,321,413107,77.7,Lithuania2012,0.833,"42,848,195,256",15099,Generation X
15249,Lithuania,2012,male,55-74 years,195,263194,74.09,Lithuania2012,0.833,"42,848,195,256",15099,Boomers
15250,Lithuania,2012,male,75+ years,53,76080,69.66,Lithuania2012,0.833,"42,848,195,256",15099,Silent
15251,Lithuania,2012,male,25-34 years,117,187811,62.3,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
15252,Lithuania,2012,male,15-24 years,64,209964,30.48,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
15253,Lithuania,2012,female,75+ years,37,183510,20.16,Lithuania2012,0.833,"42,848,195,256",15099,Silent
15254,Lithuania,2012,female,35-54 years,74,451819,16.38,Lithuania2012,0.833,"42,848,195,256",15099,Generation X
15255,Lithuania,2012,female,55-74 years,45,378541,11.89,Lithuania2012,0.833,"42,848,195,256",15099,Boomers
15256,Lithuania,2012,female,25-34 years,10,183799,5.44,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
15257,Lithuania,2012,female,15-24 years,8,199629,4.01,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
15258,Lithuania,2012,male,5-14 years,3,149055,2.01,Lithuania2012,0.833,"42,848,195,256",15099,Generation Z
15259,Lithuania,2012,female,5-14 years,0,141261,0.0,Lithuania2012,0.833,"42,848,195,256",15099,Generation Z
15260,Lithuania,2013,male,35-54 years,382,405191,94.28,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Generation X
15261,Lithuania,2013,male,55-74 years,223,265835,83.89,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Boomers
15262,Lithuania,2013,male,75+ years,63,77510,81.28,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Silent
15263,Lithuania,2013,male,25-34 years,121,188010,64.36,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Millenials
